campaign_id,date,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd
C01134,26-06-2024,Video,South,CTV,Boomers,Awareness,218689,8527,3.9,9774.79,542,6.36,65.74,184,43,2.6,27624.8
C01135,30-10-2024,Email,West,Tablet,Boomers,App Installs,68631,1988,2.9,475.05,195,9.81,62.15,86,38,6.63,8388.04
C01136,06-08-2025,Affiliate,Central,Mobile,Gen Z,Sales,91760,,0.68,,19,3.04,18.94,60,33,6.1,1927.93
C01137,16-08-2025,Video,North,Desktop,Boomers,Awareness,218098,6294,2.89,8759.18,372,5.91,53.86,193,38,6.38,26121.55
C01138,23-01-2025,Email,West,Mobile,Millennials,Leads,71452,2707,3.79,1160.8,288,10.64,29.47,162,31,8.18,19821.57
C01139,13-05-2024,Video,West,Tablet,Gen X,Sales,292065,10943,3.75,14863.49,202,1.85,63.21,216,25,8.57,19019.64
C01140,05-04-2025,Social,West,Tablet,Gen Z,App Installs,80044,1056,1.32,1484.62,44,4.17,19.31,198,30,8.26,4390.99
C01141,04-01-2025,Social,West,CTV,Gen Z,App Installs,91806,1546,1.68,2064.73,119,7.7,54.1,209,30,6.09,6386.58
C01142,17-02-2025,Search,South,Desktop,Boomers,Sales,105068,5205,4.95,7015.31,336,6.46,78.19,262,34,8.27,36085.46
C01143,25-08-2025,Display,West,Mobile,Millennials,Sales,177219,3047,1.72,2942.14,85,2.79,72.16,214,30,6.62,4677.88
C01144,13-11-2024,Email,South,CTV,Gen Z,Leads,35955,1982,5.51,902.09,150,7.57,67.27,159,25,8.15,11181.76
C01145,08-07-2025,Display,South,Mobile,Gen Z,Awareness,201403,3139,1.56,2319.41,29,0.92,78.91,154,32,7.99,2122.3
C01146,15-06-2025,Affiliate,West,Tablet,Gen Z,App Installs,97077,1110,1.14,983.08,15,1.35,51.02,107,23,7.05,1707.41
C01147,21-10-2025,Affiliate,West,Desktop,Boomers,App Installs,57784,842,1.46,817.02,8,0.95,55.91,232,23,6.39,1035.98
C01148,27-10-2024,Video,North,Desktop,Gen X,App Installs,203571,9132,4.49,9903.85,620,6.79,27.46,152,32,7.39,49229.76
C01149,07-06-2025,Affiliate,South,Desktop,Millennials,Traffic,79171,1495,1.89,1105.09,106,7.09,31.68,146,21,7.18,11336.81
C01150,14-08-2024,Affiliate,North,CTV,Gen X,Leads,30541,282,0.92,106.04,10,3.55,47.34,141,46,8.35,1121.9
C01151,28-06-2024,Affiliate,West,Tablet,Millennials,Awareness,120841,1806,1.49,2391.4,55,3.05,44.14,273,36,7.69,5053.68
C01152,20-09-2024,Social,South,Mobile,Gen X,Awareness,108840,1249,1.15,1059.06,39,3.12,48.27,137,19,6.59,3493.25
C01153,16-01-2024,Video,West,CTV,Gen Z,App Installs,209697,7757,3.7,9226.05,604,7.79,60.55,90,18,5.34,64590.46
C01154,06-02-2025,Video,South,Desktop,Boomers,Sales,248117,4674,1.88,8760.24,0,0,69.55,175,42,10,0
C01155,12-04-2025,Video,West,Mobile,Gen Z,Traffic,270293,8629,3.19,12466.56,0,0,67.64,144,30,7.28,0
C01156,06-09-2025,Email,East,Desktop,Gen Z,Traffic,500,16,3.2,102.36,0,0,56.29,109,27,9.2,0
C01157,08-06-2024,Social,North,Tablet,Gen Z,Traffic,102141,1187,1.16,1800.62,29,2.44,36.91,73,45,5.89,1546.43
C01158,02-02-2025,Search,Central,Tablet,Gen X,Awareness,104986,3824,3.64,4115.96,138,3.61,47.34,15,23,7.67,4789.39
C01159,27-04-2025,Search,North,CTV,Millennials,Traffic,110632,7652,6.92,11596.08,666,8.7,52.44,98,36,5.92,56905.72
C01160,27-04-2025,Affiliate,East,Desktop,Boomers,App Installs,112930,1046,0.93,578.27,28,2.68,52.64,39,37,8.16,2826.37
C01161,16-08-2024,Display,North,Mobile,Gen X,Leads,178419,1755,0.98,1977.94,5,0.28,51.89,244,21,7.94,0
C01162,03-11-2024,Display,West,Mobile,Boomers,App Installs,200195,2355,1.18,1289.52,29,1.23,61.59,156,42,6.8,3266.67
C01163,14-03-2025,Search,East,CTV,Millennials,Awareness,134711,7158,5.31,12071.51,281,3.93,52.76,115,34,8.29,19323
C01164,02-06-2025,Affiliate,East,Tablet,Boomers,App Installs,109763,2895,2.64,3293.09,83,2.87,58.53,152,35,9.78,7192
C01165,30-09-2025,Social,South,Mobile,Gen Z,App Installs,119691,3069,2.56,4496.72,115,3.75,49.32,170,41,5.7,12635.64
C01166,15-02-2025,Affiliate,Central,Mobile,Boomers,App Installs,98276,2897,2.95,1895.21,54,1.86,44.78,145,35,6.4,4151.59
C01167,17-12-2025,Affiliate,East,CTV,Gen X,Leads,72998,857,1.17,1124.13,19,2.22,65.61,110,23,8.19,1007.2
C01168,16-05-2025,Email,Central,Tablet,Millennials,App Installs,47920,1735,3.62,863.01,181,10.43,39.11,97,40,8.12,13220.76
C01169,25-01-2025,Email,West,CTV,Boomers,Traffic,69512,1824,2.62,729.94,264,14.47,61.06,101,35,7.32,20211.77
C01170,29-09-2025,Email,South,Tablet,Millennials,Awareness,77812,2324,2.99,952.18,224,9.64,39.1,155,21,8.48,16835.74
C01171,07-05-2024,Search,North,CTV,Gen Z,Traffic,152367,6819,4.48,17043.21,409,6,52.3,184,44,8.03,39787.56
C01172,19-04-2025,Email,West,CTV,Gen Z,Leads,71428,3583,5.02,1554.59,252,7.03,49.47,195,32,6.1,19654.02
C01173,07-10-2025,Display,Central,Desktop,Gen Z,Traffic,202042,684,0.34,793.74,0,0,47.44,146,21,6.53,0
C01174,01-10-2024,Affiliate,East,Tablet,Gen Z,Leads,111225,2498,2.25,1258.22,101,4.04,37.87,132,47,8.22,9764.42
C01175,03-04-2025,Display,Central,Tablet,Gen Z,Awareness,239585,4620,1.93,3107.31,221,4.78,26.32,123,37,5.36,28340.59
C01176,16-01-2025,Affiliate,East,Tablet,Boomers,App Installs,140048,2177,1.55,2803.76,24,1.1,72.56,164,50,9.9,2289.32
C01177,19-03-2024,Email,North,Desktop,Millennials,Leads,62247,2181,3.5,1689.56,160,7.34,78.42,87,20,4.36,20670.42
C01178,13-01-2024,Display,West,CTV,Gen Z,Traffic,176891,3284,1.86,3806.91,130,3.96,56.32,180,35,6.14,8784.05
C01179,08-02-2024,Video,South,CTV,Gen X,Sales,170992,5249,3.07,8221.73,141,2.69,45.41,171,32,8.44,7584.6
C01180,28-01-2025,Video,North,Tablet,Gen X,App Installs,193124,2551,1.32,5000.93,141,5.53,58.53,173,32,5.97,10684.17
C01181,11-04-2025,Email,North,Desktop,Gen X,Leads,73508,2519,3.43,90.2,158,6.27,54.28,183,21,6.12,18223.52
C01182,25-03-2025,Search,South,Tablet,Gen Z,Leads,93826,4405,4.69,9270.2,354,8.04,42.62,131,18,7.13,32099.43
C01183,07-03-2025,Video,Central,Desktop,Boomers,Traffic,223022,3118,1.4,3773.74,163,5.23,72.73,231,35,8.77,11549.49
C01184,02-05-2024,Email,North,Tablet,Gen X,Awareness,54933,547,1,129.19,65,11.88,42.45,220,34,6.3,7458.17
C01185,18-06-2025,Display,West,Mobile,Boomers,Traffic,232421,2390,1.03,1373.68,41,1.72,31.39,124,50,7.27,3221.77
C01186,18-01-2025,Display,West,Tablet,Millennials,App Installs,159698,1610,1.01,765.51,61,3.79,54.28,133,25,8.83,4918.09
C01187,07-06-2024,Display,South,Mobile,Gen X,Awareness,197948,1497,0.76,969.05,79,5.28,63.47,258,41,7.31,8141.72
C01188,31-12-2024,Social,North,CTV,Gen Z,Sales,88513,778,0.88,465.88,42,5.4,38.45,216,42,6.32,4062.52
C01189,21-11-2025,Email,South,Desktop,Gen X,Sales,75611,2275,3.01,1371.15,102,4.48,62.3,92,41,6.81,10483.35
C01190,23-03-2025,Affiliate,Central,Tablet,Gen X,Traffic,97869,1764,1.8,2851.54,62,3.51,55.18,162,25,3.88,3640.73
C01191,10-06-2025,Search,Central,Desktop,Millennials,Awareness,139768,6762,4.84,4305.12,400,5.92,42.19,137,27,7.8,48059.81
C01192,01-07-2024,Video,West,Mobile,Gen Z,Leads,238955,9503,3.98,15332.14,361,3.8,21.65,138,38,7.28,19920.73
C01193,19-04-2024,Search,Central,Mobile,Gen X,Sales,146566,5258,3.59,11154.27,364,6.92,28.79,131,34,7.57,26098.43
C01194,05-02-2024,Search,North,Tablet,Gen Z,App Installs,121181,5320,4.39,11759.24,75,1.41,54.62,56,40,6.67,6237.54
C01195,27-08-2024,Display,South,Tablet,Millennials,Traffic,120270,1265,1.05,1211.88,21,1.66,37.08,150,45,8.75,2056.76
C01196,17-01-2024,Display,East,Tablet,Boomers,Awareness,190557,509,0.27,239,21,4.13,63.24,108,40,9.04,1665.3
C01197,05-07-2025,Display,South,Desktop,Gen X,Awareness,112567,1298,1.15,1673.18,69,5.32,39.52,14,26,7.51,7268.13
C01198,23-08-2024,Search,Central,Mobile,Millennials,App Installs,153451,5227,3.41,9264.01,103,1.97,61.4,107,41,5.81,9585.71
C01199,17-01-2024,Display,Central,Tablet,Gen X,Traffic,225658,2867,1.27,1798.25,26,0.91,35.75,164,46,6.16,2240.73
C01200,02-12-2025,Affiliate,East,Desktop,Millennials,Awareness,105608,1509,1.43,2072.63,90,5.96,67.41,145,31,9.17,6755.93
C01201,27-09-2025,Display,Central,Tablet,Boomers,Awareness,191116,2013,1.05,1776.66,86,4.27,55.6,166,37,9.36,4638.08
C01202,02-07-2025,Social,North,CTV,Gen Z,Awareness,42508,1602,3.77,1818.61,89,5.56,38.94,164,38,7.45,10336.78
C01203,15-12-2024,Video,North,Mobile,Boomers,Sales,198843,2326,1.17,3207.36,143,6.15,63,238,19,7.09,11167.07
C01204,02-11-2024,Social,Central,CTV,Gen X,Leads,81144,2683,3.31,3484.03,73,2.72,39.55,107,39,9.11,6400.92
C01205,26-05-2024,Display,South,Mobile,Boomers,App Installs,215332,2211,1.03,1741.44,25,1.13,79.5,319,32,6.63,1501.33
C01206,16-12-2024,Social,North,CTV,Gen Z,Sales,118111,3113,2.64,2564.52,9,0.29,64.01,218,19,6.49,1807.6
C01207,17-08-2025,Display,West,CTV,Millennials,Traffic,175807,1972,1.12,1193.33,65,3.3,58.93,222,52,7.02,1888.86
C01208,24-05-2024,Social,Central,Tablet,Gen X,Sales,113525,1521,1.34,1400.96,55,3.62,44.84,195,40,6.12,5622.15
C01209,04-04-2025,Social,East,Tablet,Boomers,Sales,110313,1736,1.57,2205.42,105,6.05,47.93,120,41,6.32,8475.44
C01210,20-10-2024,Search,North,CTV,Gen Z,Leads,160053,6443,4.03,13633.28,254,3.94,74,211,31,8.24,21958.4
C01211,22-11-2024,Video,West,Desktop,Gen X,Leads,246428,3685,1.5,5534.28,135,3.66,49.43,170,33,5.65,10252.08
C01212,25-01-2024,Email,Central,Desktop,Gen Z,Sales,41831,2703,6.46,1232.57,301,11.14,67.26,129,33,5.64,32693.61
C01213,08-09-2024,Affiliate,North,Tablet,Gen Z,Leads,128974,3077,2.39,3041.84,44,1.43,64.48,148,25,6.58,5668.71
C01214,05-05-2024,Email,West,CTV,Boomers,Traffic,29282,1169,3.99,749.89,68,5.82,12.67,94,34,10,10476.2
C01215,07-07-2025,Email,South,Desktop,Boomers,Sales,60058,227,0.38,108.64,7,3.08,58.26,140,39,9.13,725.48
C01216,23-01-2024,Search,East,Desktop,Boomers,Sales,176624,9307,5.27,16101.56,492,5.29,31.43,203,37,6.39,32312.29
C01217,23-06-2024,Email,East,Desktop,Millennials,Awareness,47951,1209,2.52,64.4,74,6.12,56.6,168,22,7.78,4811.11
C01218,13-05-2025,Affiliate,Central,CTV,Gen Z,App Installs,130383,2055,1.58,1497.32,68,3.31,82.28,191,37,9.94,4046.62
C01219,22-05-2024,Email,West,Tablet,Gen Z,Sales,27981,953,3.41,317.7,85,8.92,48.76,277,36,6.54,3933.03
C01220,22-01-2024,Social,East,CTV,Gen Z,App Installs,102157,2836,2.78,2405.23,27,0.95,74.15,126,36,7.94,1320.77
C01221,24-03-2025,Search,Central,CTV,Gen X,Sales,109385,6015,5.5,12620.02,504,8.38,54.13,186,49,5.98,46980.61
C01222,23-03-2024,Affiliate,North,Mobile,Millennials,Traffic,90835,2255,2.48,3286.73,66,2.93,58.23,220,33,4.8,6106.95
C01223,06-01-2025,Email,North,Desktop,Millennials,Sales,58044,1267,2.18,512.94,101,7.97,53.88,219,37,6.39,6846.67
C01224,30-03-2025,Email,East,CTV,Boomers,Traffic,41662,1719,4.13,20,193,11.23,23.53,152,36,7.7,15699
C01225,11-03-2024,Social,East,Tablet,Gen X,Sales,97848,3230,3.3,5097.23,,3.81,55.15,122,29,7.87,12831.38
C01226,28-05-2025,Affiliate,East,Mobile,Gen Z,App Installs,71913,958,1.33,1241.35,39,4.07,54.05,92,43,5.14,3262.1
C01227,26-01-2024,Email,West,Desktop,Gen X,Awareness,56059,2854,5.09,1159.41,214,7.5,42.33,259,41,6.72,16040.85
C01228,07-11-2025,Display,Central,Mobile,Gen Z,App Installs,256961,2662,1.04,1668.62,34,1.28,23.5,247,46,6.43,4114.85
C01229,27-02-2024,Display,North,Tablet,Gen Z,Traffic,114602,1274,1.11,1111.18,27,2.12,23.12,149,43,6.57,2025.62
C01230,11-05-2024,Video,Central,CTV,Gen X,Sales,163371,3524,2.16,5568.54,165,4.68,77.32,181,23,7.78,19612.11
C01231,24-02-2024,Video,West,CTV,Millennials,Traffic,266428,7866,2.95,12414.06,381,4.84,40.63,256,47,8.31,46230.23
C01232,07-01-2025,Video,South,Desktop,Boomers,Leads,233659,4466,1.91,5234.61,198,4.43,48.8,282,26,6.37,11852.05
C01233,06-04-2025,Video,South,Tablet,Millennials,Traffic,197093,5874,2.98,11743.48,226,3.85,41.66,167,41,7.58,13963.86
C01234,21-05-2025,Search,North,Mobile,Millennials,Sales,152452,8446,5.54,10807.65,510,6.04,68.72,158,34,5.94,33969.81
C01235,30-11-2025,Affiliate,West,Desktop,Gen Z,Traffic,82626,2215,2.68,1560.8,185,8.35,38.36,255,33,8.4,10937.65
C01236,04-11-2024,Affiliate,West,CTV,Boomers,App Installs,123859,2451,1.98,1613.23,0,0,32.64,51,38,8.96,0
C01237,16-05-2024,Social,West,CTV,Boomers,Sales,122854,2909,2.37,3411.22,139,4.78,26.7,113,36,7.37,10902.56
C01238,04-04-2024,Display,South,Desktop,Boomers,App Installs,181202,868,0.48,903.5,0,0,56,176,31,6.65,281.4
C01239,19-10-2025,Search,Central,CTV,Millennials,App Installs,121964,4634,3.8,11842.1,0,0,61.23,149,29,5.07,684.48
C01240,22-05-2025,Display,West,Tablet,Gen Z,Awareness,197702,2698,1.36,1825.23,0,0,49.97,208,21,7.97,195.65
C01241,24-06-2025,Email,West,Tablet,Gen Z,App Installs,53792,1822,3.39,506.32,71,3.9,27.68,174,44,6.62,4768.08
C01242,22-01-2025,Video,North,Desktop,Gen X,Sales,304148,8236,2.71,18933.38,321,3.9,55.14,223,18,8.58,20316.99
C01243,03-10-2024,Email,North,Mobile,Millennials,Sales,60750,3528,5.81,727.84,386,10.94,68.32,180,32,7.78,30143.57
C01244,23-03-2024,Affiliate,North,Tablet,Gen Z,Leads,64570,719,1.11,326.77,35,4.87,66.7,102,47,5.23,2256.8
C01245,18-02-2024,Email,North,CTV,Boomers,App Installs,61334,2113,3.45,1230.3,221,10.46,40.03,205,33,7.76,14933.62
C01246,22-02-2024,Video,Central,Tablet,Boomers,Leads,1271,3,0.24,16649.59,2,66.67,59.05,180,30,6.69,29.37
C01247,12-11-2024,Display,East,Desktop,Gen Z,App Installs,185804,2663,1.43,1129.76,148,5.56,31.75,175,21,7.64,13032.31
C01248,08-06-2024,Affiliate,East,Tablet,Gen Z,Sales,82424,1381,1.68,1066.49,98,7.1,47.02,134,26,6,10853.78
C01249,23-03-2024,Email,South,Mobile,Gen X,App Installs,74788,3211,4.29,1366.77,211,6.57,53.92,110,52,3.78,22750.34
C01250,29-08-2024,Search,East,CTV,Gen Z,Traffic,106348,4622,4.35,10197.6,,8.24,,167,34,7.46,33360.12
C01251,20-06-2024,Email,North,Tablet,Gen X,Traffic,45693,2356,5.16,1146.03,132,5.6,62.22,111,24,6.39,9284.65
C01252,04-07-2024,Email,East,Tablet,Gen X,Awareness,68205,1685,2.47,127.28,134,7.95,48.04,89,32,5.67,16061.67
C01253,02-12-2025,Affiliate,North,Desktop,Millennials,Sales,58754,835,1.42,667.29,21,2.51,31.47,169,36,6.16,1325.56
C01254,13-07-2024,Display,South,Tablet,Millennials,Sales,236946,3915,1.65,3450.2,157,4.01,59.46,242,46,5.8,11788.15
C01255,25-12-2024,Social,Central,Mobile,Gen X,Awareness,102084,2452,2.4,2052.87,103,4.2,55.68,132,36,6.19,8971.06
C01256,22-07-2024,Social,Central,Desktop,Boomers,Sales,123894,3446,2.78,2659.75,75,2.18,43.35,188,36,6.38,5222.18
C01257,19-06-2025,Video,South,CTV,Millennials,Traffic,185008,6717,3.63,8857.68,394,5.87,71.65,59,38,4.87,32723.05
C01258,19-03-2025,Email,East,Mobile,Gen X,Awareness,34237,1306,3.81,482.82,127,9.72,92.91,245,25,8.14,10354.34
C01259,04-06-2024,Search,South,CTV,Boomers,Sales,134302,7123,5.3,14029.81,331,4.65,53.44,33,34,5.92,35544.36
C01260,07-12-2024,Display,West,Desktop,Boomers,Sales,164065,996,0.61,843.19,6,0.6,41.97,142,30,5.14,1200.18
C01261,08-10-2025,Video,East,Desktop,Boomers,Awareness,230197,7986,3.47,12066.27,270,3.38,76.28,133,21,8.05,27793.88
C01262,02-11-2024,Display,West,CTV,Gen X,App Installs,237880,3154,1.33,3117.75,44,1.4,83.95,205,44,7.44,3420.84
C01263,02-06-2024,Affiliate,North,Mobile,Gen X,Sales,92953,927,1,1015.06,28,3.02,52.54,116,40,7.68,1580.48
C01264,28-10-2024,Email,East,Tablet,Gen X,Leads,69020,3389,4.91,2514.75,149,4.4,71.48,89,43,7.7,14707.06
C01265,11-09-2024,Search,East,CTV,Boomers,Traffic,90185,5027,5.57,5667.84,469,9.33,24.65,232,25,7.5,48703.02
C01266,13-10-2024,Affiliate,Central,Desktop,Gen X,Traffic,72990,1368,1.87,995.39,51,3.73,18.75,258,24,8.52,1985.94
C01267,09-06-2024,Display,Central,Mobile,Gen Z,Awareness,146695,1613,1.1,1242.08,0,0,53.81,172,33,5.77,288.78
C01268,19-01-2025,Search,West,Mobile,Gen Z,Sales,109433,5030,4.6,9328.19,328,6.52,29.49,263,34,6.45,24397.18
C01269,28-02-2025,Display,South,Tablet,Gen X,Traffic,143417,436,0.3,624.61,0,0,44.18,243,27,10,79.1
C01270,18-03-2024,Search,North,Mobile,Gen Z,App Installs,111235,6748,6.07,11871.61,237,3.51,89.74,108,38,9.43,19703.19
C01271,26-03-2024,Affiliate,South,Mobile,Gen Z,Awareness,101683,1339,1.32,1683.59,31,2.32,58.52,152,18,7.87,1128.93
C01272,22-10-2024,Email,South,CTV,Millennials,Awareness,94830,2806,2.96,1642.3,157,5.6,53.14,233,18,5.82,11185.38
C01273,07-10-2024,Affiliate,South,Tablet,Gen X,Sales,84049,2120,2.52,2903.33,85,4.01,40.14,181,39,8.1,6165.99
C01274,09-02-2025,Affiliate,North,CTV,Gen X,Sales,114010,3397,2.98,3513.62,32,0.94,69.71,224,42,7.68,2630.86
C01275,21-10-2025,Affiliate,East,Tablet,Millennials,Awareness,47998,552,1.15,790.03,26,4.71,58.22,190,46,6.56,788.83
C01276,07-08-2025,Display,North,CTV,Boomers,Leads,204367,931,0.46,739.64,52,5.59,60.92,193,20,6.12,5863.18
C01277,29-04-2025,Search,East,Tablet,Millennials,Sales,157577,6869,4.36,10043.41,453,6.59,67.99,108,31,7.17,58796.53
C01278,13-02-2024,Search,West,Desktop,Boomers,Traffic,150562,7189,4.77,6838.26,104,1.45,36.11,200,26,7.82,11723.73
C01279,04-11-2024,Affiliate,West,Mobile,Millennials,App Installs,106978,3664,3.43,3108.72,161,4.39,71.59,220,43,6.64,15159.87
C01280,27-12-2024,Video,South,Mobile,Boomers,Leads,58070,1793,3.09,1708.96,57,3.18,53.36,68,41,7.66,1556.67
C01281,12-06-2025,Search,North,Mobile,Gen Z,App Installs,119067,5787,4.86,7856.29,,6.08,54.93,137,48,6.78,29319.08
C01282,29-03-2024,Affiliate,East,CTV,Gen Z,Sales,75675,1270,1.68,908.39,53,4.17,41.61,305,42,6.85,2023.2
C01283,31-12-2024,Social,North,Mobile,Boomers,Leads,116345,3966,3.41,6176.64,265,6.68,33.86,178,34,7.38,26353.81
C01284,17-11-2024,Social,East,CTV,Gen Z,App Installs,125779,3053,2.43,4241.96,168,5.5,53.28,149,27,7.35,13030.89
C01285,09-11-2025,Affiliate,West,CTV,Boomers,Sales,76452,1675,2.19,1195.97,51,3.04,40.55,215,58,7.95,3834.45
C01286,20-09-2025,Affiliate,North,Desktop,Gen Z,Sales,75055,1859,2.48,1744.05,178,9.58,55.84,241,23,7.45,12904.04
C01287,01-06-2024,Affiliate,West,Mobile,Gen X,Leads,127014,2511,1.98,3146.15,175,6.97,27.61,123,33,3.76,18525.55
C01288,21-12-2024,Affiliate,East,CTV,Gen Z,Awareness,134037,3001,2.24,4832.92,45,1.5,61.07,243,29,8.32,5520.45
C01289,07-06-2025,Display,Central,Tablet,Gen Z,Sales,227305,1798,0.79,1545.81,32,1.78,61.09,108,29,3.6,1067.61
C01290,29-03-2025,Display,South,Desktop,Gen Z,Sales,91308,500,0.55,291.15,,4.2,57.66,206,37,6.36,1828.97
C01291,04-10-2025,Affiliate,South,Tablet,Boomers,Awareness,93196,1505,1.61,1082.55,32,2.13,46.19,181,38,8.23,2655.38
C01292,15-08-2024,Affiliate,East,CTV,Gen Z,Sales,131075,3601,2.75,3914.56,202,5.61,55.32,124,35,6.75,28088.2
C01293,17-12-2025,Affiliate,South,Desktop,Gen Z,Traffic,129769,3199,2.47,2777.67,124,3.88,73.4,186,41,4.86,9995.93
C01294,10-10-2025,Search,Central,Desktop,Boomers,Sales,66989,3047,4.55,3457.25,47,1.54,44.7,199,30,7.33,1786.23
C01295,30-09-2024,Search,Central,Tablet,Boomers,App Installs,107056,6729,6.29,11485.14,588,8.74,62.4,175,31,8.49,15005.24
C01296,23-11-2025,Video,North,Mobile,Gen X,Awareness,177447,8821,4.97,17567.88,155,1.76,53.58,92,25,6.56,5901.29
C01297,11-04-2025,Display,North,CTV,Gen Z,Traffic,228893,2064,0.9,1725.42,37,1.79,70.5,111,39,6.54,3552.5
C01298,24-10-2024,Affiliate,Central,CTV,Millennials,App Installs,82063,2045,2.49,,9,0.44,26.4,224,18,6.75,727.29
C01299,24-01-2024,Social,North,Mobile,Millennials,Sales,121743,2264,1.86,3695.89,0,0,39.88,135,38,7.82,265.57
C01300,27-10-2025,Affiliate,North,CTV,Gen Z,Traffic,49895,1173,2.35,390.16,24,2.05,45.05,287,42,7.17,1805.31
C01301,18-12-2024,Affiliate,South,Mobile,Millennials,Awareness,78395,1697,2.16,1874.52,61,3.59,56.09,174,37,7.18,4262.95
C01302,22-12-2024,Display,North,CTV,Millennials,App Installs,154177,1688,1.09,830.09,29,1.72,54.4,206,36,5.77,2959.15
C01303,10-04-2025,Search,North,Mobile,Boomers,App Installs,147415,8227,5.58,16698.56,388,4.72,21.29,247,34,6.93,42814.18
C01304,05-03-2025,Email,South,Mobile,Millennials,Sales,89570,3102,3.46,1433.02,235,7.58,69.57,218,37,9.03,11637.53
C01305,04-08-2025,Display,West,Tablet,Gen Z,App Installs,363,2,0.55,15471.82,1,50,29.56,40,36,6.1,11.81
C01306,12-08-2024,Email,South,Tablet,Millennials,Awareness,69349,,2.23,1004.38,229,14.79,58.01,245,32,6.31,11072.12
C01307,01-09-2025,Email,South,Tablet,Gen Z,Awareness,74727,1241,1.66,474.66,82,6.61,49.77,103,22,8.35,3588.74
C01308,28-09-2024,Display,South,CTV,Millennials,Leads,178711,1224,0.68,809.84,16,1.31,40.38,137,44,5.53,2069.44
C01309,29-07-2024,Email,South,CTV,Millennials,App Installs,31398,937,2.98,186.12,56,5.98,33.16,157,18,3.06,4550.82
C01310,04-08-2025,Search,South,Mobile,Boomers,Traffic,151600,6287,4.15,14315.42,318,5.06,69.4,162,36,9.49,28610.63
C01311,22-08-2024,Search,West,Mobile,Gen Z,Awareness,178439,,4.47,,517,6.48,51.89,305,42,7.47,19129.82
C01312,18-05-2025,Social,North,Tablet,Boomers,Sales,116677,4257,3.65,3126.4,373,8.76,42.5,170,34,5.57,38235.67
C01313,05-11-2025,Affiliate,South,Desktop,Millennials,Leads,108776,1170,1.08,886.82,0,0,65.12,80,27,7.31,0
C01314,24-08-2024,Email,West,CTV,Millennials,Traffic,58952,2760,4.68,1034.03,250,9.06,50.69,218,33,8.74,17482.3
C01315,05-08-2025,Email,North,Desktop,Boomers,App Installs,71724,3285,4.58,,252,7.67,39.97,52,36,6.56,18475.15
C01316,13-05-2025,Search,East,Tablet,Boomers,Awareness,105450,4442,4.21,7130.75,326,7.34,39.89,187,41,4.85,32512.12
C01317,15-07-2025,Email,South,Desktop,Gen Z,App Installs,32229,1123,3.48,743.75,108,9.62,56.99,86,28,7.22,11228.57
C01318,22-01-2025,Search,Central,Tablet,Millennials,Sales,142665,7276,5.1,9155.59,472,6.49,41.89,63,40,5.23,58762.1
C01319,30-04-2024,Affiliate,South,Tablet,Gen Z,Traffic,109528,1503,1.37,853.38,55,3.66,57.16,197,39,9.38,5090.26
C01320,02-05-2025,Search,South,CTV,Boomers,Traffic,169966,9663,5.69,8685.36,548,5.67,40.33,121,26,4.17,38526.6
C01321,30-06-2025,Social,North,Mobile,Gen X,Leads,89420,2086,2.33,2183.72,93,4.46,60.63,208,21,9.01,12322.68
C01322,06-11-2025,Social,West,Tablet,Gen X,App Installs,97051,744,0.77,380.38,48,6.45,71.43,152,46,8.62,4763.79
C01323,08-12-2025,Video,North,Mobile,Gen Z,App Installs,192309,4578,2.38,7403.45,89,1.94,,170,38,7.43,7929.35
C01324,15-12-2024,Social,South,Mobile,Boomers,App Installs,75672,2491,3.29,5388.88,93,3.73,89.93,113,18,5.1,6693.9
C01325,20-09-2025,Search,North,Desktop,Boomers,App Installs,110187,4647,4.22,11516.65,248,5.34,53.65,170,27,6.97,31809.24
C01326,23-12-2025,Email,East,CTV,Millennials,Leads,35944,871,2.42,515.61,90,10.33,49.59,76,28,6.69,7060.01
C01327,09-11-2024,Social,North,Tablet,Millennials,Awareness,111785,2644,2.37,3406.92,177,6.69,34.42,129,37,5.81,12125.42
C01328,26-12-2025,Social,West,Desktop,Boomers,Traffic,82047,1662,2.03,1257.4,122,7.34,60.16,211,34,7.81,8289.53
C01329,21-06-2024,Search,West,CTV,Gen Z,Sales,135759,9043,6.66,9385.91,357,3.95,49.95,117,49,6.29,25059.98
C01330,18-10-2025,Social,South,CTV,Millennials,Sales,129761,3680,2.84,3836.22,119,3.23,19.67,205,35,6.73,12857.25
C01331,13-03-2025,Display,South,CTV,Millennials,Leads,137887,1303,0.94,1025.47,0,0,37.34,48,44,5.94,347.29
C01332,23-03-2024,Display,South,Tablet,Millennials,Awareness,205553,1592,0.77,1340.19,0,0,83.74,144,26,9.24,328.51
C01333,26-07-2025,Affiliate,Central,Mobile,Gen X,Traffic,91737,1158,1.26,1203.17,84,7.25,51.51,129,27,6.53,7024.92
C01334,11-01-2025,Search,West,CTV,Boomers,Traffic,156192,7914,5.07,12024.91,795,10.05,34.79,174,42,6.35,53806.95
C01335,27-06-2024,Display,South,Tablet,Millennials,App Installs,178232,1010,0.57,708.37,0,0,68.45,126,19,10,0
C01336,14-09-2024,Social,Central,Desktop,Gen Z,Sales,88978,1728,1.94,2118.2,67,3.88,56.28,149,29,5.44,8662.29
